common_name	source_id	pd_id
GINSENG	GINSENG	pd_4348
GIRENTUXIMAB	GIRENTUXIMAB	pd_4349
GISADENAFIL	GISADENAFIL	pd_4350
givinostat	GIVINOSTAT	pd_4351
GIVINOSTAT HYDROCHLORIDE	GIVINOSTAT HYDROCHLORIDE	pd_4352
GLASDEGIB	GLASDEGIB	pd_4353
GLATIRAMER ACETATE	GLATIRAMER ACETATE	pd_4354
MDL-11939	GLEMANSERIN	pd_4355
GLEMBATUMUMAB VEDOTIN	GLEMBATUMUMAB VEDOTIN	pd_4356
GLESATINIB	GLESATINIB	pd_4357
glibenclamide	GLIBENCLAMIDE	pd_4358
gliclazide	GLICLAZIDE	pd_4359
glimepiride	GLIMEPIRIDE	pd_4360
glipizide	GLIPIZIDE	pd_4361
gliquidone	GLIQUIDONE	pd_4362
GLISOXEPIDE	GLISOXEPIDE	pd_4363
GLPG0259	GLPG0259	pd_4364
GLPG0492	GLPG0492	pd_4365
GLPG-0555	GLPG-0555	pd_4366
GLUCAGON	GLUCAGON	pd_4367
GLUCAGON HYDROCHLORIDE	GLUCAGON HYDROCHLORIDE	pd_4368
GLUCAGON HYDROCHLORIDE RECOMBINANT	GLUCAGON HYDROCHLORIDE RECOMBINANT	pd_4369
GLUCAGON-LIKE PEPTIDE 1-(7-37)	GLUCAGON-LIKE PEPTIDE 1-(7-37)	pd_4370
GLUCAGON-LIKE PEPTIDE 2-(3-33)	GLUCAGON-LIKE PEPTIDE 2-(3-33)	pd_4371
GLUCAGON-LIKE PEPTIDE 2	GLUCAGON-LIKE PEPTIDE 2	pd_4372
GLUCAGON RECEPTOR ANTAGONIST I	GLUCAGON RECEPTOR ANTAGONIST I	pd_4373
GLUCAGON RECEPTOR ANTAGONISTS-4	GLUCAGON RECEPTOR ANTAGONISTS-4	pd_4374
GLUCAGON RECOMBINANT	GLUCAGON RECOMBINANT	pd_4375
GLUCONOLACTONE	GLUCONOLACTONE	pd_4376
GLUCOSAMINE	GLUCOSAMINE	pd_4377
GLUCOSE-6-PHOSPHATE	GLUCOSE-6-PHOSPHATE	pd_4378
GLUFOSFAMIDE	GLUFOSFAMIDE	pd_4379
GLUTATHIONE	GLUTATHIONE	pd_4380
GLUTETHIMIDE	GLUTETHIMIDE	pd_4381
glycerol	GLYCEROL	pd_4382
GLYCINAMIDE	GLYCINAMIDE	pd_4383
GLYCINE	GLYCINE	pd_4384
GLYCOCHENODEOXYCHOLIC ACID	GLYCOCHENODEOXYCHOLIC ACID	pd_4385
glycocholic-acid	GLYCOCHOLIC ACID	pd_4386
GLYCOCYAMINE	GLYCOCYAMINE	pd_4387
GLYCOLIC ACID	GLYCOLIC ACID	pd_4388
glycopyrrolate	GLYCOPYRROLATE	pd_4389
glycopyrrolate	GLYCOPYRROLATE BROMIDE	pd_4390
GLYCOPYRROLATE MIXTURE WITH INDACATEROL	GLYCOPYRROLATE MIXTURE WITH INDACATEROL	pd_4391
GLYCOPYRRONIUM	GLYCOPYRRONIUM	pd_4392
glycopyrrolate	GLYCOPYRRONIUM BROMIDE	pd_4393
GLYCYRRHIZIC ACID	GLYCYRRHIZIC ACID	pd_4394
GLYH-101	GLYH-101	pd_4395
GLYMIDINE	GLYMIDINE	pd_4396
GMC 2-83	GMC 2-83	pd_4397
GM-CSF	GM-CSF	pd_4398
GNE-3511	GNE-3511	pd_4399
GNE-617	GNE-617	pd_4400
GNF362	GNF362	pd_4401
GNF	GNF	pd_4402
GNF-PF-359	GNF-PF-359	pd_4403
GNRH	GNRH	pd_4404
GNRH III	GNRH III	pd_4405
GNTI	GNTI	pd_4406
GO 6976	GO 6976	pd_4407
Gö 6983	Gö 6983	pd_4408
GOLIMUMAB	GOLIMUMAB	pd_4409
GOLOTIMOD	GOLOTIMOD	pd_4410
GOLVATINIB	GOLVATINIB	pd_4411
GOMILIXIMAB	GOMILIXIMAB	pd_4412
GONADORELIN	GONADORELIN	pd_4413
GONADORELIN ACETATE	GONADORELIN ACETATE	pd_4414
GONADORELIN HYDROCHLORIDE	GONADORELIN HYDROCHLORIDE	pd_4415
GONADOTROPIN, CHORIONIC	GONADOTROPIN, CHORIONIC	pd_4416
GOSERELIN	GOSERELIN	pd_4417
GOSERELIN ACETATE	GOSERELIN ACETATE	pd_4418
GOSOGLIPTIN	GOSOGLIPTIN	pd_4419
GOSSYPOL	GOSSYPOL	pd_4420
gossypol	GOSSYPOL-ACETIC ACID	pd_4421
GOSURANEMAB	GOSURANEMAB	pd_4422
GPI-1046	GPI-1046	pd_4423
GR100679	GR100679	pd_4424
GR-113808	GR 113808	pd_4425
GR 125487	GR 125487	pd_4426
GR125743	GR125743	pd_4427
GR 128107	GR 128107	pd_4428
GR 144053	GR 144053	pd_4429
GR-159897	GR-159897	pd_4430
GR 218231	GR 218231	pd_4431
GR231118	GR231118	pd_4432
GR-55562	GR55562	pd_4433
GRAMICIDIN D	GRAMICIDIN D	pd_4434
GRANISETRON	GRANISETRON	pd_4435
GRANISETRON HYDROCHLORIDE	GRANISETRON HYDROCHLORIDE	pd_4436
GRANULOCYTE COLONY-STIMULATING FACTOR	GRANULOCYTE COLONY-STIMULATING FACTOR	pd_4437
GRANULOCYTE MACROPHAGE COLONY-STIMULATING FACTOR	GRANULOCYTE MACROPHAGE COLONY-STIMULATING FACTOR	pd_4438
GRAPEFRUIT JUICE	GRAPEFRUIT JUICE	pd_4439
GRAPIPRANT	GRAPIPRANT	pd_4440
GRASSYSTATIN A	GRASSYSTATIN A	pd_4441
GRAZOPREVIR	GRAZOPREVIR	pd_4442
GRC-15300	GRC-15300	pd_4443
GRC-17536	GRC-17536	pd_4444
GREEN TEA POLYPHENOLS	GREEN TEA POLYPHENOLS	pd_4445
GREPAFLOXACIN	GREPAFLOXACIN	pd_4446
GRIFOLIC ACID	GRIFOLIC ACID	pd_4447
griseofulvin	GRISEOFULVIN	pd_4448
GROWTH ARREST SPECIFIC PROTEIN 6	GROWTH ARREST SPECIFIC PROTEIN 6	pd_4449
GROWTH/DIFFERENTIATION FACTOR-7	GROWTH/DIFFERENTIATION FACTOR-7	pd_4450
GROWTH/DIFFERENTIATION FACTOR-9	GROWTH/DIFFERENTIATION FACTOR-9	pd_4451
GS-9667	GS-9667	pd_4452
GSI-136	GSI-136	pd_4453
GSK-0660	GSK0660	pd_4454
GSK1016790A	GSK1016790A	pd_4455
GSK-1059615	GSK1059615	pd_4456
GSK-1070916	GSK1070916	pd_4457
GSK126	GSK126	pd_4458
GSK1292263	GSK1292263	pd_4459
GSK1331258	GSK1331258	pd_4460
GSK1331268	GSK1331268	pd_4461
GSK-1521498	GSK-1521498	pd_4462
GSK1572932A	GSK1572932A	pd_4463
GSK159802	GSK159802	pd_4464
GSK163090	GSK163090	pd_4465
GSK-1838705A	GSK-1838705A	pd_4466
GSK-189254	GSK-189254	pd_4467
GSK2033	GSK2033	pd_4468
GSK2126458	GSK2126458	pd_4469
GSK221149	GSK221149	pd_4470
GSK2256098	GSK2256098	pd_4471
GSK-2334470	GSK2334470	pd_4472
GSK237701A	GSK237701A	pd_4473
GSK-249320	GSK-249320	pd_4474
GSK256066	GSK256066	pd_4475
GSK2606414	GSK2606414	pd_4476
GSK2636771	GSK2636771	pd_4477
GSK 264220A	GSK 264220A	pd_4478
GSK269962A	GSK269962A	pd_4479
GSK2798745	GSK2798745	pd_4480
GSK2849466	GSK2849466	pd_4481
GSK-3 INHIBITOR XIII	GSK-3 INHIBITOR XIII	pd_4482
GSK4112	GSK4112	pd_4483
GSK-429286A	GSK429286A	pd_4484
GSK5182	GSK5182	pd_4485
GSK 525762A	GSK 525762A	pd_4486
GSK579289A	GSK579289A	pd_4487
GSK-610677	GSK-610677	pd_4488
GSK-650394	GSK 650394	pd_4489
GSK866	GSK866	pd_4490
GSK-923295	GSK-923295	pd_4491
GSK-933776	GSK-933776	pd_4492
GSK-9772	GSK-9772	pd_4493
GSK COMPOUND 34	GSK COMPOUND 34	pd_4494
GT 389-255	GT 389-255	pd_4495
GTP-010	GTP-010	pd_4496
GTP-14564	GTP-14564	pd_4497
GTPL5723	GTPL5723	pd_4498
GTPL5788	GTPL5788	pd_4499
GTPL6713	GTPL6713	pd_4500
GTPL7825	GTPL7825	pd_4501
GTPL8982	GTPL8982	pd_4502
GTPL9113	GTPL9113	pd_4503
GTPL9148	GTPL9148	pd_4504
GTPL9160	GTPL9160	pd_4505
GTPL9192	GTPL9192	pd_4506
GTPL9252	GTPL9252	pd_4507
GTPL9337	GTPL9337	pd_4508
GTPL9454	GTPL9454	pd_4509
GTPL9470	GTPL9470	pd_4510
GTPL9524	GTPL9524	pd_4511
GTPL9579	GTPL9579	pd_4512
GTPL9646	GTPL9646	pd_4513
GTS-21	GTS-21	pd_4514
GUANABENZ	GUANABENZ	pd_4515
guanabenz	GUANABENZ ACETATE	pd_4516
GUANADREL	GUANADREL	pd_4517
GUANADREL SULFATE	GUANADREL SULFATE	pd_4518
GUANETHIDINE	GUANETHIDINE	pd_4519
GUANETHIDINE SULFATE	GUANETHIDINE SULFATE	pd_4520
GUANFACINE	GUANFACINE	pd_4521
guanfacine	GUANFACINE HYDROCHLORIDE	pd_4522
GUANIDINE HYDROCHLORIDE	GUANIDINE HYDROCHLORIDE	pd_4523
GUANINE	GUANINE	pd_4524
GUANOSINE 5'-DIPHOSPHATE	GUANOSINE 5'-DIPHOSPHATE	pd_4525
GUANOSINE	GUANOSINE	pd_4526
GUANOSINE TRIPHOSPHATE	GUANOSINE TRIPHOSPHATE	pd_4527
GUANYLYL CYCLASE-ACTIVATING PROTEIN 1	GUANYLYL CYCLASE-ACTIVATING PROTEIN 1	pd_4528
GUANYLYL CYCLASE-ACTIVATING PROTEIN 2	GUANYLYL CYCLASE-ACTIVATING PROTEIN 2	pd_4529
GUANYLYL IMIDODIPHOSPHATE	GUANYLYL IMIDODIPHOSPHATE	pd_4530
GUSELKUMAB	GUSELKUMAB	pd_4531
GUVACINE	GUVACINE	pd_4532
GW-0742	GW0742	pd_4533
GW-1100	GW-1100	pd_4534
GW1929	GW1929	pd_4535
GW2016	GW2016	pd_4536
GW2433	GW2433	pd_4537
GW2580	GW2580	pd_4538
GW3333	GW3333	pd_4539
GW-3965	GW3965	pd_4540
GW406381X	GW406381X	pd_4541
GW-4064	GW 4064	pd_4542
GW-441756	GW 441756	pd_4543
GW468816	GW468816	pd_4544
GW493838	GW493838	pd_4545
GW-5074	GW5074	pd_4546
GW 5823	GW 5823	pd_4547
GW 590735	GW 590735	pd_4548
GW612286X	GW612286X	pd_4549
GW 6471	GW 6471	pd_4550
GW-7647	GW7647	pd_4551
GW7845	GW7845	pd_4552
GW 791343 HYDROCHLORIDE	GW 791343 HYDROCHLORIDE	pd_4553
GW841819X	GW841819X	pd_4554
GW 842166X	GW 842166X	pd_4555
GW-843682X	GW843682X	pd_4556
GW870086X	GW870086X	pd_4557
GW-9508	GW9508	pd_4558
GW 9578	GW 9578	pd_4559
GW-9662	GW9662	pd_4560
GYKI 47261 DIHYDROCHLORIDE	GYKI 47261 DIHYDROCHLORIDE	pd_4561
GYKI-52466	GYKI-52466	pd_4562
GYPGKF-NH2	GYPGKF-NH2	pd_4563
GYPGQV-NH2	GYPGQV-NH2	pd_4564
H-1152	H-1152	pd_4565
H2-PAT	H2-PAT	pd_4566
H-89	H-89	pd_4567
HADACIDIN	HADACIDIN	pd_4568
HALAVEN	HALAVEN	pd_4569
HALAZEPAM	HALAZEPAM	pd_4570
halcinonide	HALCINONIDE	pd_4571
HALOBETASOL	HALOBETASOL	pd_4572
HALOBETASOL PROPIONATE	HALOBETASOL PROPIONATE	pd_4573
HALOFANTRINE	HALOFANTRINE	pd_4574
HALOFUGINONE	HALOFUGINONE	pd_4575
haloperidol	HALOPERIDOL	pd_4576
HALOPERIDOL DECANOATE	HALOPERIDOL DECANOATE	pd_4577
HALOPERIDOL LACTATE	HALOPERIDOL LACTATE	pd_4578
HALOTHANE	HALOTHANE	pd_4579
HALOXYFOP-P	HALOXYFOP-P	pd_4580
H-ARG(NO2)-OH	H-ARG(NO2)-OH	pd_4581
harmine	HARMINE	pd_4582
HC 067047	HC 067047	pd_4583
HDMPPA	HDMPPA	pd_4584
HDSF	HDSF	pd_4585
HEGF	HEGF	pd_4586
HELIETTIN	HELIETTIN	pd_4587
HEMADO	HEMADO	pd_4588
HEMATIDE	HEMATIDE	pd_4589
HEMAY-022	HEMAY-022	pd_4590
HEME	HEME	pd_4591
HEMI-BABIM	HEMI-BABIM	pd_4592
HEMICHOLINIUM-3	HEMICHOLINIUM-3	pd_4593
HEMOCLAR	HEMOCLAR	pd_4594
HENATINIB	HENATINIB	pd_4595
HE-NECA	HE-NECA	pd_4596
HEPARIN	HEPARIN	pd_4597
HEPARIN CALCIUM	HEPARIN CALCIUM	pd_4598
HEPARIN SODIUM	HEPARIN SODIUM	pd_4599
HEPTABARBITAL	HEPTABARBITAL	pd_4600
HEPTANOIC ACID	HEPTANOIC ACID	pd_4601
HERBIMYCIN A	HERBIMYCIN A	pd_4602
HERCEPTIN	HERCEPTIN	pd_4603
HESPERADIN	HESPERADIN	pd_4604
HESPERETIN	HESPERETIN	pd_4605
hesperidin	HESPERIDIN	pd_4606
hexachlorophene	HEXACHLOROPHENE	pd_4607
HEXADECANAL	HEXADECANAL	pd_4608
HEXAFLUORENIUM BROMIDE	HEXAFLUORENIUM BROMIDE	pd_4609
HEXAFLURONIUM	HEXAFLURONIUM	pd_4610
HEXAHYDROSILADIFENIDOL	HEXAHYDROSILADIFENIDOL	pd_4611
HEXAMETHONIUM	HEXAMETHONIUM	pd_4612
HEXANOYL-COENZYME A	HEXANOYL-COENZYME A	pd_4613
hexestrol	HEXESTROL	pd_4614
HEXOBARBITAL	HEXOBARBITAL	pd_4615
HEXOCYCLIUM	HEXOCYCLIUM	pd_4616
hexylcaine	HEXYLCAINE	pd_4617
HEXYLCAINE HYDROCHLORIDE	HEXYLCAINE HYDROCHLORIDE	pd_4618
HG-5-113-01	HG-5-113-01	pd_4619
HG-5-88-01	HG-5-88-01	pd_4620
HIMBACINE	HIMBACINE	pd_4621
[HIS5]PTH-(1-34) (HUMAN)	[HIS5]PTH-(1-34) (HUMAN)	pd_4622
HISTAMINE	HISTAMINE	pd_4623
HISTAMINE PHOSPHATE	HISTAMINE PHOSPHATE	pd_4624
HISTAPRODIFEN	HISTAPRODIFEN	pd_4625
HISTRELIN	HISTRELIN	pd_4626
HISTRELIN ACETATE	HISTRELIN ACETATE	pd_4627
HIV-1 MATRIX PROTEIN P17	HIV-1 MATRIX PROTEIN P17	pd_4628
HJC0350	HJC0350	pd_4629
HM-71224	HM-71224	pd_4630
hexamethylenebisacetamide	HMBA	pd_4631
HMG-COA	HMG-COA	pd_4632
HMG COA REDUCTASE INHIBITORS	HMG COA REDUCTASE INHIBITORS	pd_4633
sunitinib	HMN-214	pd_4634
HMPL-523	HMPL-523	pd_4635
HMR-1556	HMR-1556	pd_4636
HOMATROPINE METHYLBROMIDE	HOMATROPINE METHYLBROMIDE	pd_4637
homoharringtonine	HOMOHARRINGTONINE	pd_4638
HOMOQUINOLINIC ACID	HOMOQUINOLINIC ACID	pd_4639
HOMOTAURINE	HOMOTAURINE	pd_4640
HOMOTROPINE	HOMOTROPINE	pd_4641
HP(2-20)	HP(2-20)	pd_4642
H-PTH 1-34	H-PTH 1-34	pd_4643
HQL-79	HQL-79	pd_4644
HS024	HS024	pd_4645
HSPE7	HSPE7	pd_4646
HSTX1[R14A]	HSTX1[R14A]	pd_4647
HT-2157	HT-2157	pd_4648
HTFMT	HTFMT	pd_4649
HTH-01-015	HTH-01-015	pd_4650
H TYPE II	H TYPE II	pd_4651
HU-308	HU-308	pd_4652
HUB4-DM4	HUB4-DM4	pd_4653
HUHMFG1	HUHMFG1	pd_4654
HUMAB OX40L	HUMAB OX40L	pd_4655
HUMAN CHORIONIC GONADOTROPIN	HUMAN CHORIONIC GONADOTROPIN	pd_4656
HUMAN FSH	HUMAN FSH	pd_4657
HUMAN INTERLEUKIN-2	HUMAN INTERLEUKIN-2	pd_4658
HUMAN LH	HUMAN LH	pd_4659
HUMAX-CD20	HUMAX-CD20	pd_4660
HUMAX-CD38	HUMAX-CD38	pd_4661
HUMAX-EGFR	HUMAX-EGFR	pd_4662
HUMAX-IL8	HUMAX-IL8	pd_4663
HUPERZINE A	HUPERZINE A	pd_4664
HUPERZINE B	HUPERZINE B	pd_4665
HUPRINE X	HUPRINE X	pd_4666
HY10275	HY10275	pd_4667
HYALURONIC ACID	HYALURONIC ACID	pd_4668
HYALURONIDASE (HUMAN RECOMBINANT)	HYALURONIDASE (HUMAN RECOMBINANT)	pd_4669
hycanthone	HYCANTHONE	pd_4670
HYDRALAZINE	HYDRALAZINE	pd_4671
HYDRAZINE	HYDRAZINE	pd_4672
hydrochlorothiazide	HYDROCHLOROTHIAZIDE	pd_4673
HYDROCODONE	HYDROCODONE	pd_4674
HYDROCORTAMATE	HYDROCORTAMATE	pd_4675
HYDROCORTISONE 17-BUTYRATE	HYDROCORTISONE 17-BUTYRATE	pd_4676
hydrocortisone	HYDROCORTISONE	pd_4677
HYDROCORTISONE ACETATE	HYDROCORTISONE ACETATE	pd_4678
HYDROCORTISONE BUTEPRATE	HYDROCORTISONE BUTEPRATE	pd_4679
HYDROCORTISONE CYPIONATE	HYDROCORTISONE CYPIONATE	pd_4680
HYDROCORTISONE SODIUM PHOSPHATE	HYDROCORTISONE SODIUM PHOSPHATE	pd_4681
hydrocortisone	HYDROCORTISONE SODIUM SUCCINATE	pd_4682
HYDROCORTISONE VALERATE	HYDROCORTISONE VALERATE	pd_4683
hydroflumethiazide	HYDROFLUMETHIAZIDE	pd_4684
HYDROGEN PEROXIDE	HYDROGEN PEROXIDE	pd_4685
HYDROMORPHONE	HYDROMORPHONE	pd_4686
HYDROMORPHONE HYDROCHLORIDE	HYDROMORPHONE HYDROCHLORIDE	pd_4687
HYDRON	HYDRON	pd_4688
HYDROQUINONE	HYDROQUINONE	pd_4689
HYDROXYAMPHETAMINE HYDROBROMIDE	HYDROXYAMPHETAMINE HYDROBROMIDE	pd_4690
hydroxychloroquine	HYDROXYCHLOROQUINE	pd_4691
HYDROXYCHLOROQUINE SULFATE	HYDROXYCHLOROQUINE SULFATE	pd_4692
hydroxyfasudil	HYDROXYFASUDIL	pd_4693
HYDROXYFLUTAMIDE	HYDROXYFLUTAMIDE	pd_4694
HYDROXYPROGESTERONE CAPROATE	HYDROXYPROGESTERONE CAPROATE	pd_4695
HYDROXYUREA	HYDROXYUREA	pd_4696
HYDROXYZINE	HYDROXYZINE	pd_4697
hydroxyzine	HYDROXYZINE HYDROCHLORIDE	pd_4698
HYDROXYZINE PAMOATE	HYDROXYZINE PAMOATE	pd_4699
HYMENIALDISINE	HYMENIALDISINE	pd_4700
HYODEOXYCHOLIC ACID	HYODEOXYCHOLIC ACID	pd_4701
hyoscyamine	HYOSCYAMINE	pd_4702
HYPERFORIN	HYPERFORIN	pd_4703
hypericin	HYPERICIN	pd_4704
HYPOGLAUCIN A	HYPOGLAUCIN A	pd_4705
HYPOTHEMYCIN	HYPOTHEMYCIN	pd_4706
HYPOXANTHINE	HYPOXANTHINE	pd_4707
I-ABOPX	I-ABOPX	pd_4708
IANALUMAB	IANALUMAB	pd_4709
IBALIZUMAB	IBALIZUMAB	pd_4710
IBANDRONATE SODIUM	IBANDRONATE SODIUM	pd_4711
ibandronic-acid	IBANDRONIC ACID	pd_4712
I-BET	I-BET	pd_4713
IBIPINABANT	IBIPINABANT	pd_4714
IB-MECA	IB-MECA	pd_4715
IBODUTANT	IBODUTANT	pd_4716
I-BOP	I-BOP	pd_4717
IBRITUMOMAB	IBRITUMOMAB	pd_4718
IBRITUMOMAB TIUXETAN	IBRITUMOMAB TIUXETAN	pd_4719
IBRUTINIB	IBRUTINIB	pd_4720
ibudilast	IBUDILAST	pd_4721
ibuprofen	IBUPROFEN	pd_4722
IBUPROFEN LYSINE	IBUPROFEN LYSINE	pd_4723
IBUPROFEN SODIUM	IBUPROFEN SODIUM	pd_4724
IBUTAMOREN	IBUTAMOREN	pd_4725
IBUTILIDE	IBUTILIDE	pd_4726
IBUTILIDE FUMARATE	IBUTILIDE FUMARATE	pd_4727
IC14	IC14	pd_4728
IC261	IC261	pd_4729
ICATIBANT	ICATIBANT	pd_4730
ICATIBANT ACETATE	ICATIBANT ACETATE	pd_4731
ICI 118551	ICI 118551	pd_4732
ICI 164384	ICI 164384	pd_4733
ICI 198615	ICI 198615	pd_4734
ICLAPRIM	ICLAPRIM	pd_4735
ICM3	ICM3	pd_4736
icosapent	ICOSAPENT	pd_4737
ICOTINIB	ICOTINIB	pd_4738
ICRUCUMAB	ICRUCUMAB	pd_4739
IDALOPIRDINE	IDALOPIRDINE	pd_4740
IDARUBICIN	IDARUBICIN	pd_4741
idarubicin	IDARUBICIN HYDROCHLORIDE	pd_4742
IDD594	IDD594	pd_4743
idelalisib	IDELALISIB	pd_4744
IDOXIFENE	IDOXIFENE	pd_4745
idoxuridine	IDOXURIDINE	pd_4746
IDRA 21	IDRA 21	pd_4747
IDRAPARINUX	IDRAPARINUX	pd_4748
IDURONATE-2 SULFATASE	IDURONATE-2 SULFATASE	pd_4749
IDURSULFASE	IDURSULFASE	pd_4750
IFABOTUZUMAB	IFABOTUZUMAB	pd_4751
IFENPRODIL	IFENPRODIL	pd_4752
IFERANSERIN	IFERANSERIN	pd_4753
IFETROBAN	IFETROBAN	pd_4754
IFETROBAN SODIUM	IFETROBAN SODIUM	pd_4755
IFN-ALPHA 2	IFN-ALPHA 2	pd_4756
IFN ALPHA-2B	IFN ALPHA-2B	pd_4757
IFN-γ	IFN-γ	pd_4758
IFN-λ1	IFN-λ1	pd_4759
IFN-λ2	IFN-λ2	pd_4760
IFN-λ3	IFN-λ3	pd_4761
IFO	IFO	pd_4762
ifosfamide	IFOSFAMIDE	pd_4763
IGN101	IGN101	pd_4764
IGN311	IGN311	pd_4765
IID	IID	pd_4766
IIE	IIE	pd_4767
IIK7	IIK7	pd_4768
IL-12	IL-12	pd_4769
IL-17B	IL-17B	pd_4770
IL-17C	IL-17C	pd_4771
IL-1RA	IL-1RA	pd_4772
IL-1 RECEPTOR ANTAGONIST	IL-1 RECEPTOR ANTAGONIST	pd_4773
IL-1α	IL-1α	pd_4774
IL-21	IL-21	pd_4775
IL-23	IL-23	pd_4776
IL-25	IL-25	pd_4777
IL-31	IL-31	pd_4778
IL-33	IL-33	pd_4779
IL-4	IL-4	pd_4780
ILADATUZUMAB VEDOTIN	ILADATUZUMAB VEDOTIN	pd_4781
[ILE5,TRP23,TYR36]PTHRP-(1-36)-NH2 (HUMAN)	[ILE5,TRP23,TYR36]PTHRP-(1-36)-NH2 (HUMAN)	pd_4782
ILEPATRIL	ILEPATRIL	pd_4783
ILLUDALIC ACID	ILLUDALIC ACID	pd_4784
ilomastat	ILOMASTAT	pd_4785
iloperidone	ILOPERIDONE	pd_4786
iloprost	ILOPROST	pd_4787
IMAB362	IMAB362	pd_4788
IMAGABALIN	IMAGABALIN	pd_4789
IMALUMAB	IMALUMAB	pd_4790
IMATINIB	IMATINIB	pd_4791
imatinib	IMATINIB MESYLATE	pd_4792
IMC-1121B	IMC-1121B	pd_4793
IMC-11F8	IMC-11F8	pd_4794
IMC-1C11	IMC-1C11	pd_4795
IMC-3C5	IMC-3C5	pd_4796
IMC-3G3	IMC-3G3	pd_4797
IMC-A12	IMC-A12	pd_4798
IKK-2-inhibitor-V	IMD-0354	pd_4799
IMD-1041	IMD-1041	pd_4800
IMETELSTAT	IMETELSTAT	pd_4801
IMETIT	IMETIT	pd_4802
IMEXON	IMEXON	pd_4803
IMGATUZUMAB	IMGATUZUMAB	pd_4804
IMIDACLOPRID	IMIDACLOPRID	pd_4805
IMIDAPRIL	IMIDAPRIL	pd_4806
IMIDAPRILAT	IMIDAPRILAT	pd_4807
IMIDAZOPYRIDAZIN 1	IMIDAZOPYRIDAZIN 1	pd_4808
IMIGLITAZAR	IMIGLITAZAR	pd_4809
IMINO-TRYPTOPHAN	IMINO-TRYPTOPHAN	pd_4810
IMIPENEM	IMIPENEM	pd_4811
IMIPRAMINE	IMIPRAMINE	pd_4812
imipramine	IMIPRAMINE HYDROCHLORIDE	pd_4813
IMIPRAMINE PAMOATE	IMIPRAMINE PAMOATE	pd_4814
imiquimod	IMIQUIMOD	pd_4815
immepip	IMMEPIP	pd_4816
IMMUCILLIN G	IMMUCILLIN G	pd_4817
IMMUNE GLOBULIN HUMAN	IMMUNE GLOBULIN HUMAN	pd_4818
IMMUNOMODULATING AGENT	IMMUNOMODULATING AGENT	pd_4819
IMMUNOMODULATORS	IMMUNOMODULATORS	pd_4820
IMPLITAPIDE	IMPLITAPIDE	pd_4821
importazole	IMPORTAZOLE	pd_4822
IMPROGAN	IMPROGAN	pd_4823
IMPROMIDINE	IMPROMIDINE	pd_4824
INACTIVIN	INACTIVIN	pd_4825
INAMRINONE LACTATE	INAMRINONE LACTATE	pd_4826
INCB024360	INCB024360	pd_4827
INCB028060	INCB028060	pd_4828
INCB-040093	INCB-040093	pd_4829
INCB-047986	INCB-047986	pd_4830
INCB28050	INCB28050	pd_4831
INCB 3284 DIMESYLATE	INCB 3284 DIMESYLATE	pd_4832
INCB-40093	INCB-40093	pd_4833
INCLACUMAB	INCLACUMAB	pd_4834
INCOBOTULINUMTOXINA	INCOBOTULINUMTOXINA	pd_4835
INCYCLINIDE	INCYCLINIDE	pd_4836
INDACATEROL	INDACATEROL	pd_4837
INDACATEROL MALEATE	INDACATEROL MALEATE	pd_4838
INDANE-5-SULFONAMIDE	INDANE-5-SULFONAMIDE	pd_4839
INDANTADOL	INDANTADOL	pd_4840
indapamide	INDAPAMIDE	pd_4841
INDATUXIMAB RAVTANSINE	INDATUXIMAB RAVTANSINE	pd_4842
INDECAINIDE	INDECAINIDE	pd_4843
INDECAINIDE HYDROCHLORIDE	INDECAINIDE HYDROCHLORIDE	pd_4844
INDEGLITAZAR	INDEGLITAZAR	pd_4845
INDIBULIN	INDIBULIN	pd_4846
INDINAVIR	INDINAVIR	pd_4847
INDIPLON	INDIPLON	pd_4848
indirubin	INDIRUBIN-3'-MONOXIME	pd_4849
INDIRUBIN SULFATE	INDIRUBIN SULFATE	pd_4850
INDISULAM	INDISULAM	pd_4851
INDIUM-111	INDIUM-111	pd_4852
INDOLE-3-ACETIC ACID	INDOLE-3-ACETIC ACID	pd_4853
INDOLE-3-BUTYRIC ACID	INDOLE-3-BUTYRIC ACID	pd_4854
indole	INDOLE-3-CARBINOL	pd_4855
INDOLIN-2-ONE DERIV. 4B	INDOLIN-2-ONE DERIV. 4B	pd_4856
indometacin	INDOMETHACIN	pd_4857
INDOMETHACIN SODIUM	INDOMETHACIN SODIUM	pd_4858
INDORAMIN	INDORAMIN	pd_4859
INDUSATUMAB VEDOTIN	INDUSATUMAB VEDOTIN	pd_4860
INEBILIZUMAB	INEBILIZUMAB	pd_4861
INECALCITOL	INECALCITOL	pd_4862
INFLIXIMAB	INFLIXIMAB	pd_4863
ING-1	ING-1	pd_4864
INGENOL MEBUTATE	INGENOL MEBUTATE	pd_4865
INHIBIN A	INHIBIN A	pd_4866
INHIBITOR IDD 384	INHIBITOR IDD 384	pd_4867
iniparib	INIPARIB	pd_4868
INNO-206	INNO-206	pd_4869
INOLIMOMAB	INOLIMOMAB	pd_4870
INOLITAZONE	INOLITAZONE	pd_4871
INOSINE	INOSINE	pd_4872
INOSINE TRIPHOSPHATE	INOSINE TRIPHOSPHATE	pd_4873
INOSINIC ACID	INOSINIC ACID	pd_4874
INOSITOL 1,3,4,5,6-PENTAKISPHOSPHATE	INOSITOL 1,3,4,5,6-PENTAKISPHOSPHATE	pd_4875
