A	B
topiramate	CYP2C19
topiramate	CYP3A4
topiramate	GABRA1
topiramate	GABRA2
topiramate	GABRA3
topiramate	GABRA4
topiramate	GABRA5
topiramate	GABRA6
topiramate	GABRB1
topiramate	GABRB2
topiramate	GABRB3
topiramate	GABRD
topiramate	GABRE
topiramate	GABRG1
topiramate	GABRG2
topiramate	GABRG3
topiramate	GABRP
topiramate	GABRQ
topiramate	GRIA1
topiramate	SCN1A
topiramate	SCN5A
triclabendazole	DNMT1
oxcarbazepine	CYP2C19
oxcarbazepine	CYP3A4
oxcarbazepine	CYP3A5
oxcarbazepine	SCN1A
oxcarbazepine	SCN3A
oxcarbazepine	SCN5A
trimebutine	CHRM1
trimebutine	CHRM2
trimebutine	CHRM3
trimebutine	CHRM4
urapidil	HTR1A
vecuronium	CHRNA2
vindesine	TUBB
vindesine	TUBB1
vinorelbine	TUBB
nevirapine	CYP2B6
nevirapine	CYP2C19
nevirapine	CYP3A4
voriconazole	CYP2C19
voriconazole	CYP51A1
zafirlukast	CYSLTR1
zafirlukast	CYSLTR2
zolpidem	GABRA1
zolpidem	GABRA2
zolpidem	GABRA3
AS-601245	GSK3B
AS-601245	MAPK10
AS-601245	MAPK8
AS-601245	MAPK9
AS-601245	PIM1
XMD-1150	LRRK2
KIN001-244	PDPK1
JNK-9L	MAPK8
KIN001-242	RPS6KA3
A-443644	AKT1
A-443644	AKT2
A-443644	AKT3
A-443644	CDC42BPB
A-443644	GSK3B
A-443644	PHKG1
A-443644	PKIA
A-443644	PRKACA
torin-1	MTOR
torin-1	PIK3CA
XMD-892	MAPK7
XMD-892	DCLK2
XMD-892	LRRK2
XMD-892	PLK4
XMD-892	TNK1
GDC-0941	PIK3CG
GDC-0941	PIK3CA
GDC-0941	PIK3CB
GDC-0941	PIK3CD
dacinostat	HDAC1
dacinostat	HDAC2
dacinostat	HDAC3
dacinostat	HDAC4
dacinostat	HDAC5
dacinostat	HDAC6
dacinostat	HDAC7
dacinostat	HDAC8
dacinostat	HDAC9
XMD-885	LRRK2
XMD-885	MAPK7
torin-2	MTOR
WZ-4002	EGFR
WZ-4002	ERBB2
JWE-035	AURKA
CG-930	MAPK8
WZ-4-145	CSF1R
WZ-4-145	DDR1
WZ-4-145	EGFR
WZ-4-145	PDGFRA
WZ-4-145	TIE1
QL-X-138	BTK
QL-X-138	JAK3
QL-X-138	MKNK2
QL-X-138	MTOR
QL-X-138	PRKDC
WH-4023	ABL1
WH-4023	LCK
WH-4023	SRC
ZG-10	MAPK8
QL-XI-92	DDR1
QL-XII-47	BMX
QL-XII-47	BTK
somatostatin	SSTR1
somatostatin	SSTR2
somatostatin	SSTR3
somatostatin	SSTR4
somatostatin	SSTR5
somatostatin	GH1
somatostatin	GHR
somatostatin	OPRD1
somatostatin	OPRM1
AS-604850	PIK3CG
AS-604850	PIK3CA
CAY-10585	HIF1A
HNHA	HDAC1
oxalomalic-acid	ACO1
oxalomalic-acid	IDH1
calmidazolium	ATP2B1
calmidazolium	PDE1A
GSK-3-inhibitor-IX	ALOX5
GSK-3-inhibitor-IX	GSK3A
GSK-3-inhibitor-IX	GSK3B
celastrol	IL1B
celastrol	TNF
ochratoxin-a	SLC22A6
KU-55933	ATM
KU-55933	PRKDC
GW-501516	PPARD
GW-501516	INS
GW-501516	PPARA
tenovins	SIRT1
tenovins	SIRT2
7,8-dihydro-L-biopterin	NOS2
7,8-dihydro-L-biopterin	TPH1
OSI-027	MTOR
APHA-compound-8	HDAC8
tyrphostin-AG-1295	FLT3
tyrphostin-AG-1295	KDR
tyrphostin-AG-1295	PDGFRA
tyrphostin-AG-1295	PDGFRB
BI-78D3	MAPK8
BCI-hydrochloride	DUSP1
BCI-hydrochloride	DUSP6
retinol	ALDH1A1
retinol	ALDH1A2
retinol	ALDH1A3
retinol	DHRS3
retinol	DHRS4
retinol	LRAT
retinol	NR2C2
retinol	RBP1
retinol	RBP3
retinol	RDH11
retinol	RDH12
retinol	RDH13
retinol	RDH14
retinol	RDH5
retinol	RDH8
retinol	RETSAT
retinol	RHO
retinol	RLBP1
retinol	RXRA
retinol	RXRB
retinol	RXRG
cholic-acid	CES1
cholic-acid	FECH
cholic-acid	PLA2G1B
cholic-acid	ADH1C
cholic-acid	COX4I1
cholic-acid	COX5A
cholic-acid	COX5B
cholic-acid	COX6A2
cholic-acid	COX6B1
cholic-acid	COX6C
cholic-acid	COX7A1
cholic-acid	COX7B
cholic-acid	COX7C
cholic-acid	COX8A
cholic-acid	ESRRG
cholic-acid	FABP6
cholic-acid	GPBAR1
cholic-acid	MT-CO1
cholic-acid	MT-CO2
cholic-acid	MT-CO3
deoxycholic-acid	GPBAR1
deoxycholic-acid	EFTUD1
deoxycholic-acid	FPR1
chenodeoxycholic-acid	HSD11B1
chenodeoxycholic-acid	NR1H4
taurocholic-acid	CEL
taurocholic-acid	FXR
taurocholic-acid	NR1H4
taurocholic-acid	FABP6
taurocholic-acid	SLCO1C1
TCPOBOP	NR1I3
lithocholic-acid	NR1I2
lithocholic-acid	VDR
lithocholic-acid	GPBAR1
lithocholic-acid	MDM2
lithocholic-acid	MDM4
lithocholic-acid	NR1H4
lithocholic-acid	PTPN1
farnesol	MAOB
farnesol	MVK
farnesol	NR1H4
androstenol	NR1I3
androstanol	NR1I3
androstenedione	AKR1C3
androstenedione	HSD17B1
androstenedione	HSD3B1
cyclazosin	ADRA1B
cyclazosin	ADRA1A
cyclazosin	ADRA1D
ruxolitinib	JAK1
ruxolitinib	JAK2
ruxolitinib	TYK2
ruxolitinib	JAK3
4,5-dianilinophthalimide	EGFR
calcifediol	VDR
ebelactone-b	PNLIP
ellipticine	TOP2A
ellipticine	TOP2B
H-7	PKIA
H-7	PRKACA
H-7	PRKAR1A
sphingosine	GLTP
sphingosine	PVR
sphingosine	TRPM3
staurosporine	CDK2
staurosporine	GSK3B
staurosporine	CAMK2B
staurosporine	CDK1
staurosporine	CDK5
staurosporine	CHEK1
staurosporine	CHRM1
staurosporine	CHRM2
staurosporine	CHRM4
staurosporine	CSK
staurosporine	DAPK1
staurosporine	GPR35
staurosporine	IKBKB
staurosporine	ITK
staurosporine	LCK
staurosporine	LRRK2
staurosporine	MAP2K4
staurosporine	MAP2K6
staurosporine	MAPKAPK2
staurosporine	PAK2
staurosporine	PDPK1
staurosporine	PHKG2
staurosporine	PIK3CG
staurosporine	PIM1
staurosporine	PKN1
staurosporine	PRKACB
staurosporine	PRKCI
staurosporine	PRKCQ
staurosporine	RPS6KA1
staurosporine	STK3
staurosporine	SYK
staurosporine	TNIK
staurosporine	ZAP70
dexketoprofen	CXCR1
dexketoprofen	PTGS1
dexketoprofen	PTGS2
dexketoprofen	SLC5A8
EI-231	CSNK2A1
EI-231	CSNK2A2
EI-231	CSNK2B
lavendustin-c	CAMK2A
lavendustin-c	EGFR
lavendustin-c	SRC
EI-247	INSR
EI-273	PRKCA
EI-273	PRKCG
5-iodotubercidin	MAPK3
5-iodotubercidin	ADK
5-iodotubercidin	CSNK1G2
5-iodotubercidin	GSG2
5-iodotubercidin	LRRK2
terreic-acid	BTK
tyrphostin-AG-1288	COMT
EI-346-erlotinib-analog	EGFR
eicosatetraynoic-acid	ALOX12
eicosatetraynoic-acid	PPARA
eicosatetraynoic-acid	PPARG
eicosatetraynoic-acid	PTGS1
flupirtine	KCNQ2
flupirtine	ADRA2A
flupirtine	KCNQ1
flupirtine	KCNQ3
acetyl-farnesyl-cysteine	PPARG
GSK-0660	PPARD
isotretinoin	CYP2B6
isotretinoin	CYP2C19
isotretinoin	CYP2C8
isotretinoin	CYP3A5
isotretinoin	CYP3A7
isotretinoin	NR2C2
isotretinoin	PPARD
isotretinoin	RARA
isotretinoin	RARB
isotretinoin	RARG
isotretinoin	RORB
isotretinoin	RORC
acitretin	RARA
acitretin	RARB
acitretin	RARG
acitretin	RBP1
acitretin	RXRA
acitretin	RXRB
acitretin	RXRG
acitretin	STAT3
3,3'-diindolylmethane	AHR
3,3'-diindolylmethane	AR
3,3'-diindolylmethane	CYP1A2
3,3'-diindolylmethane	GUSB
3,3'-diindolylmethane	IDO1
hydroxycholesterol	ABCA1
hydroxycholesterol	NR1H2
hydroxycholesterol	NR1H3
epoxycholesterol	NR1H2
epoxycholesterol	NR1H3
GR-235	ESR1
GR-235	IKBKB
GR-235	NR1H4
GR-235	NR1I2
GR-235	PGR
hyperforin	NR1I2
hyperforin	ALOX5
hyperforin	PTGS1
hyperforin	TRPC6
BRD-K61463582	AHR
BRD-K61463582	CYP1A2
rifampicin	NR1I2
rifampicin	ABCB1
rifampicin	CYP2B6
rifampicin	CYP2C19
rifampicin	CYP2C8
rifampicin	CYP3A4
rifampicin	CYP3A5
rifampicin	SLCO1A2
rifampicin	SLCO1B1
rifampicin	SLCO1B3
HC-toxin	HDAC1
HO-013	PPARG
WYE-125132	MTOR
WYE-125132	PIK3CA
nilotinib	ABL1
nilotinib	KIT
nilotinib	BCR
nilotinib	CYP2B6
nilotinib	CYP2C8
nilotinib	DDR1
nilotinib	DDR2
nilotinib	PDGFRA
MLN-8054	AURKA
enzastaurin	PRKCB
enzastaurin	AKT1
enzastaurin	GSK3B
enzastaurin	PRKCA
enzastaurin	PRKCD
enzastaurin	PRKCG
AZD-6482	PIK3CD
AZD-6482	PIK3CG
AZD-6482	PIK3CA
AZD-6482	PIK3CB
TAK-715	MAPK14
TAK-715	TNF
PF-562271	PTK2
PF-562271	PTK2B
BMS-345541	IKBKB
BMS-345541	CHUK
SB-590885	BRAF
PHA-793887	CDK1
PHA-793887	CDK2
PHA-793887	CDK4
PHA-793887	CDK5
PHA-793887	CCND1
PHA-793887	CCNE1
PHA-793887	CDK7
PHA-793887	CDK9
AZ-628	BRAF
AZ-628	RAF1
BX-912	PDPK1
BX-912	AKT2
BX-912	CDK2
BX-912	CHEK1
BX-912	GSK3B
BX-912	KDR
BX-912	PDK1
NU-7441	PRKDC
NU-7441	ABCB1
KIN001-127	ITK
KIN001-055	EGFR
KIN001-055	JAK3
quizartinib	FLT3
quizartinib	CSF1R
quizartinib	KIT
quizartinib	RET
quizartinib	PDGFRA
quizartinib	PDGFRB
palbociclib	CDK4
palbociclib	CDK6
palbociclib	CCND3
crizotinib	ALK
crizotinib	MET
crizotinib	CYP2B6
crizotinib	CYP3A5
crizotinib	MST1R
crizotinib	ROS1
gefitinib	EGFR
gefitinib	CYP2C19
erlotinib	EGFR
erlotinib	NR1I2
GSK-1070916	AURKB
GSK-1070916	AURKC
GSK-1070916	AURKA
GSK-1070916	CYP2D6
GSK-1070916	CYP3A4
KIN001-220	AURKA
K3644	KIF11
lestaurtinib	FLT3
lestaurtinib	NTRK1
lestaurtinib	JAK2
lestaurtinib	NTRK2
lestaurtinib	NTRK3
L-2167	PPARD
mirin	MRE11A
PU-H71	HSP90AA1
prostaglandin	AKR1C3
prostaglandin	PTGDR
prostaglandin	PTGDR2
prostaglandin	PTGER1
prostaglandin	PTGER2
prostaglandin	PTGER4
prostaglandin	PTGFR
pirarubicin	TOP2A
reversine	AURKB
reversine	ADORA3
reversine	AURKA
reversine	INCENP
reversine	MAP2K1
lypressin	AVPR1A
lypressin	AVPR1B
lypressin	AVPR2
linifanib	CSF1R
linifanib	KDR
linifanib	PDGFRB
linifanib	FLT1
linifanib	FLT3
linifanib	FLT4
linifanib	CSF1
linifanib	KIT
linifanib	PDGFRA
linifanib	RET
linifanib	TEK
bosutinib	ABL1
bosutinib	SRC
bosutinib	BCR
bosutinib	CAMK2G
bosutinib	LYN
bosutinib	CAMK1D
bosutinib	CDK2
bosutinib	FRK
bosutinib	FYN
bosutinib	HCK
bosutinib	MAP2K1
bosutinib	MAP2K2
bosutinib	MAP3K2
bosutinib	MAP4K5
bosutinib	STK10
bosutinib	STK24
bosutinib	STK4
bosutinib	TNK2
bosutinib	TXK
cediranib	KDR
cediranib	FLT1
cediranib	FLT4
cediranib	KIT
cediranib	PDGFRB
cediranib	CSF1R
cediranib	FLT3
cediranib	PDGFRA
dovitinib	EGFR
dovitinib	FGFR3
dovitinib	PDGFRB
dovitinib	CSF1R
dovitinib	FGFR1
dovitinib	FGFR2
dovitinib	FLT1
dovitinib	FLT3
dovitinib	FLT4
dovitinib	INSR
dovitinib	KDR
dovitinib	KIT
dovitinib	PDGFRA
canertinib	EGFR
canertinib	ERBB2
canertinib	ERBB4
canertinib	AKT1
pazopanib	KDR
pazopanib	KIT
pazopanib	FLT1
pazopanib	FLT4
pazopanib	PDGFRB
pazopanib	PDGFRA
pazopanib	BRAF
pazopanib	CSF1R
pazopanib	CYP2B6
pazopanib	CYP2C8
pazopanib	CYP2E1
pazopanib	DDR2
pazopanib	FGF1
pazopanib	FGFR1
pazopanib	FGFR3
pazopanib	ITK
pazopanib	SH2B3
sunitinib	FLT3
sunitinib	KDR
sunitinib	KIT
sunitinib	FLT4
sunitinib	FLT1
sunitinib	PDGFRA
sunitinib	PDGFRB
sunitinib	RET
sunitinib	CSF1R
sunitinib	FGFR1
masitinib	KIT
masitinib	FGFR3
masitinib	LYN
masitinib	PDGFRA
masitinib	PDGFRB
SU-11274	MET
brivanib	FGFR1
brivanib	KDR
brivanib	FLT1
brivanib	CYP3A4
brivanib	FGFR2
brivanib	FGFR3
brivanib	FLT4
brivanib	KCNH2
GDC-0879	BRAF
XL-147	PIK3CA
XL-147	PIK3CD
XL-147	PIK3CG
everolimus	MTOR
everolimus	CYP3A5
everolimus	FKBP1A
mocetinostat	HDAC1
mocetinostat	HDAC2
mocetinostat	HDAC3
mocetinostat	HDAC11
TGX-221	PIK3CB
TGX-221	PIK3CD
WZ-3146	EGFR
JNJ-26854165	HDAC1
JNJ-26854165	HDAC10
JNJ-26854165	HDAC11
JNJ-26854165	HDAC2
JNJ-26854165	HDAC3
JNJ-26854165	HDAC4
JNJ-26854165	HDAC5
JNJ-26854165	HDAC6
JNJ-26854165	HDAC7
JNJ-26854165	HDAC8
JNJ-26854165	HDAC9
JNJ-26854165	MDM2
aprepitant	TACR1
aprepitant	CYP2C19
razoxane	TOP2A
razoxane	TOP2B
cinacalcet	CASR
WYE-354	MTOR
VX-745	MAPK14
VX-745	MAPK11
VX-745	MAPK12
safinamide	MAOB
safinamide	SLC6A3
AS-703026	MAP2K1
AS-703026	MAP2K2
zosuquidar	ABCB1
zosuquidar	ABCB4
iloperidone	DRD2
iloperidone	HTR2A
iloperidone	HTR1A
iloperidone	HTR6
iloperidone	HTR7
iloperidone	ADRA1A
iloperidone	ADRA2C
iloperidone	DRD1
iloperidone	DRD3
iloperidone	DRD4
iloperidone	HRH1
vicriviroc	CCR5
rivaroxaban	F10
rivaroxaban	CYP2J2
rivaroxaban	CYP3A5
VX-702	MAPK14
VX-702	MAPK11
VX-702	MAPK12
SB-525334	TGFBR1
oleoylethanolamide	CNR1
oleoylethanolamide	GPR119
oleoylethanolamide	GPR55
oleoylethanolamide	KCND3
oleoylethanolamide	PPARA
tamibarotene	RARA
tamibarotene	RARB
xanthohumol	CYP19A1
xanthohumol	VCP
ziprasidone	DRD2
ziprasidone	HTR2A
ziprasidone	HTR1A
ziprasidone	HTR1D
ziprasidone	HRH1
ziprasidone	HTR1B
ziprasidone	HTR1E
ziprasidone	HTR2C
ziprasidone	HTR7
ziprasidone	ADRA1A
ziprasidone	ADRA1B
ziprasidone	ADRA2A
ziprasidone	ADRA2B
ziprasidone	ADRA2C
ziprasidone	CHRM1
ziprasidone	CHRM2
ziprasidone	CHRM3
ziprasidone	CHRM4
ziprasidone	CHRM5
ziprasidone	DRD1
ziprasidone	DRD3
ziprasidone	DRD4
ziprasidone	DRD5
ziprasidone	HTR3A
ziprasidone	HTR6
ziprasidone	SLC6A4
epinephrine	ADRA1A
epinephrine	ADRA1B
epinephrine	ADRA1D
epinephrine	ADRA2A
epinephrine	ADRA2B
epinephrine	ADRA2C
epinephrine	ADRB1
epinephrine	ADRB2
epinephrine	ADRB3
epinephrine	PAH
epinephrine	TNF
norepinephrine	ADRA1A
norepinephrine	ADRA1B
norepinephrine	ADRA1D
norepinephrine	ADRA2A
norepinephrine	ADRA2B
norepinephrine	ADRA2C
norepinephrine	ADRB1
norepinephrine	ADRB3
norepinephrine	ADRB2
norepinephrine	DRD1
norepinephrine	DRD5
norepinephrine	PAH
norepinephrine	SLC18A1
norepinephrine	SLC18A2
orciprenaline	ADRB2
bicuculline	GABRA1
bicuculline	GABRA2
bicuculline	GABRA3
bicuculline	GABRA4
bicuculline	GABRA5
bicuculline	GABRA6
bicuculline	KCNN1
cyclophosphamide	BCL2
cyclophosphamide	CYP2B6
cyclophosphamide	CYP2C19
cyclophosphamide	CYP3A5
cyclophosphamide	LGALS1
4-hydroxy-2-nonenal	IKBKB
dihydroxyphenylglycine	GRM1
streptozotocin	SLC2A2
nomifensine	SLC6A2
nomifensine	SLC6A3
nomifensine	DRD2
nomifensine	MAOA
nomifensine	MAOB
nomifensine	MPO
17-hydroxyprogesterone-caproate	CYP1A2
17-hydroxyprogesterone-caproate	CYP2B6
17-hydroxyprogesterone-caproate	CYP3A5
17-hydroxyprogesterone-caproate	PGR
fosinopril	ACE
fosinopril	ABCG2
tetrahydrobiopterin	PAH
tetrahydrobiopterin	TH
tetrahydrobiopterin	DBH
tetrahydrobiopterin	NOS3
tetrahydrobiopterin	TPH1
ascorbic-acid	AKR1B1
BRD-A80383043	GRM1
BRD-A80383043	GRM2
1-monopalmitin	ABCB1
3-matida	GRM1
bimatoprost	PTGFR
bimatoprost	AKR1C3
bimatoprost	PTGER1
bimatoprost	PTGER3
gestrinone	PGR
gestrinone	AR
gestrinone	ESR1
tubastatin-a	HDAC6
JNJ-38877605	MET
Merck60	HDAC1
Merck60	HDAC2
GSK-1059615	PIK3CA
GSK-1059615	PIK3CG
BRD-K06817181	JAK2
tolcapone	COMT
tolcapone	TTR
aspirin	PTGS1
aspirin	PTGS2
aspirin	TP53
aspirin	AKR1C1
aspirin	ASIC3
aspirin	EDNRA
aspirin	HSPA5
aspirin	IKBKB
aspirin	NFKB1
aspirin	NFKB2
aspirin	NFKBIA
aspirin	PRKAA1
aspirin	PRKAA2
aspirin	PRKAB1
aspirin	PRKAB2
aspirin	PRKAG1
aspirin	PRKAG2
aspirin	PRKAG3
aspirin	RPS6KA3
droxinostat	HDAC6
droxinostat	HDAC8
trimidox	RRM1
BRD-K13872703	ANO1
BRD-K13872703	CLCN6
BRD-K13872703	CLCN7
BRD-K13872703	CLCNKA
BRD-K13872703	CLCNKB
BRD-K13872703	P2RY2
4-(2-Amino-ethyl)-benzenesulfonamide	CA2
4-(2-Amino-ethyl)-benzenesulfonamide	CA1
4-(2-Amino-ethyl)-benzenesulfonamide	CA9
4-(2-Amino-ethyl)-benzenesulfonamide	CA12
4-(2-Amino-ethyl)-benzenesulfonamide	CA14
4-(2-Amino-ethyl)-benzenesulfonamide	CA4
CS-110266	SLC6A3
SA-94315	CASP3
1-phenylbiguanide	HTR3A
1-phenylbiguanide	HTR3B
tienilic-acid	CYP2C9
tienilic-acid	SLC12A1
tienilic-acid	SLC22A12
edaravone	BCL2
erbstatin-analog	EGFR
acepromazine	ADRA1A
acepromazine	ADRA1B
acepromazine	DRD1
acepromazine	DRD2
acepromazine	HTR1A
acepromazine	HTR2A
dopamine	DRD2
dopamine	DRD1
dopamine	DRD3
dopamine	DRD4
dopamine	DRD5
dopamine	DBH
dopamine	HTR1A
dopamine	HTR7
dopamine	SLC6A2
dopamine	SLC6A3
dopamine	SLC6A4
bromfenac	PTGS1
bromfenac	PTGS2
LY-2140023	GRM3
LY-2140023	GRM2
7,4'-dihydroxyflavone	CYP19A1
NCH-51	HDAC1
NCH-51	HDAC10
NCH-51	HDAC11
NCH-51	HDAC2
NCH-51	HDAC3
NCH-51	HDAC4
NCH-51	HDAC5
NCH-51	HDAC6
NCH-51	HDAC7
NCH-51	HDAC8
NCH-51	HDAC9
abiraterone	CYP17A1
abiraterone	CYP11B1
NSC-94258	AKR1B1
NSC-94258	CYP19A1
NSC-94258	HSD17B1
MPEP	GRM5
MPEP	GRM1
MPEP	GRM4
BRD-K63784565	TOP1
phenylbutyrate	CYP3A5
phenylbutyrate	HDAC1
eprosartan	AGTR1
bosentan	EDNRB
bosentan	EDNRA
bosentan	ABCB1
bosentan	CYP2C19
bosentan	CYP3A4
BRD-K75430629	PIK3CD
RO-3306	CDK1
metformin	ACACB
metformin	INS
metformin	PRKAB1
entacapone	COMT
iproniazid	MAOA
iproniazid	MAOB
dimercaptosuccinic-acid	DNMT1
BRD-K88742110	HDAC8
BRD-K88742110	IL1B
cobalt(II)-chloride	HIF1A
prostratin	PRKCA
prostratin	PRKCB
prostratin	PRKCD
prostratin	PRKCE
prostratin	PRKCG
prostratin	PRKCH
prostratin	PRKCQ
BRD-K91781484	NFE2L2
alfacalcidol	VDR
alfacalcidol	CYP27B1
alfacalcidol	CYP3A5
ataluren	CFTR
ataluren	DMD
ataluren	F8
ataluren	F9
tubacin	HDAC6
niflumic-acid	CLCNKA
niflumic-acid	PTGS2
niflumic-acid	ANO1
niflumic-acid	CLCN1
niflumic-acid	CLCNKB
niflumic-acid	KCNQ1
niflumic-acid	PLA2G1B
niflumic-acid	PLA2G4A
niflumic-acid	PTGS1
niflumic-acid	UGT1A9
acamprosate	GABRA1
acamprosate	GABRA2
acamprosate	GABRA3
acamprosate	GABRA4
acamprosate	GABRA5
acamprosate	GABRA6
acamprosate	GABRB1
acamprosate	GABRB2
acamprosate	GABRB3
acamprosate	GABRD
acamprosate	GABRE
acamprosate	GABRG1
acamprosate	GABRG2
acamprosate	GABRG3
acamprosate	GABRP
acamprosate	GABRQ
acamprosate	GRIN1
acamprosate	GRIN2A
acamprosate	GRIN2B
acamprosate	GRIN2C
acamprosate	GRIN2D
acamprosate	GRIN3A
acamprosate	GRIN3B
acamprosate	GRM5
17-beta-estradiol	ESR1
azacitidine	DNMT1
acebutolol	ADRB1
acebutolol	ADRB2
vidarabine	ADCY5
aminolevulinic-acid	ALAD
amoxicillin	SLC15A1
ampicillin	SLC15A1
atenolol	ADRB1
atenolol	ADRB2
captopril	ACE
captopril	LTA4H
captopril	MMP2
captopril	MMP9
cefazolin	PON1
cefazolin	SLC22A8
chloramphenicol	CD55
chloramphenicol	CYP2C19
benzatropine	CHRM1
benzatropine	HRH1
benzatropine	SLC6A3
cromoglicic-acid	KCNMA1
cromoglicic-acid	S100P
dapsone	DHFR
phenytoin	ABCB1
phenytoin	CYP2B6
phenytoin	CYP2C19
phenytoin	CYP3A4
phenytoin	SCN1A
phenytoin	SCN2A
phenytoin	SCN5A
doxazosin	ADRA1D
doxazosin	ADRA1A
doxazosin	ADRA1B
doxazosin	CYP2C19
doxazosin	KCNH2
doxazosin	KCNH6
doxazosin	KCNH7
doxycycline	MMP8
doxycycline	MMP1
edrophonium	ACHE
edrophonium	BCHE
griseofulvin	KRT12
hydroflumethiazide	SLC12A1
hydroflumethiazide	ATP1A1
hydroflumethiazide	CA1
hydroflumethiazide	CA12
hydroflumethiazide	CA2
hydroflumethiazide	CA4
hydroflumethiazide	CA9
hydroflumethiazide	KCNMA1
procyclidine	CHRM1
procyclidine	CHRM2
procyclidine	CHRM3
procyclidine	CHRM4
mefloquine	ADORA2A
mefloquine	HBA1
mefloquine	PANX1
mercaptopurine	HPRT1
mercaptopurine	IMPDH1
mercaptopurine	IMPDH2
mercaptopurine	PPAT
mestinon	ACHE
mestinon	BCHE
methazolamide	CA1
methazolamide	CA2
methazolamide	CA4
methazolamide	CA7
methazolamide	CA12
methazolamide	CA14
methazolamide	INS
methimazole	TPO
acetylcholine	ACHE
acetylcholine	CHRM1
acetylcholine	CHRM2
acetylcholine	CHRM3
acetylcholine	CHRM4
acetylcholine	CHRM5
acetylcholine	CHRNA2
ofloxacin	TOP2A
oxybutynin	CHRM3
oxybutynin	CHRM1
oxybutynin	CHRM2
oxybutynin	CHRM4
phylloquinone	BGLAP
phylloquinone	GGCX
prilocaine	SCN5A
propantheline	CHRM1
propantheline	CHRM2
propantheline	CHRM3
propantheline	CHRM4
propylthiouracil	TPO
propylthiouracil	DIO1
pyrazinamide	FASN
pyridine-2-aldoxime	ACHE
pyridine-2-aldoxime	BCHE
sulindac	AKR1B1
sulindac	PTGS1
sulindac	PTGS2
sulindac	MAPK3
sulindac	PPARD
sulindac	PTGDR2
terbutaline	ADRB2
tetracycline	PRNP
theophylline	ADORA1
theophylline	ADORA2A
theophylline	ADORA2B
theophylline	ADORA3
theophylline	CHIA
theophylline	CYP2E1
theophylline	CYP3A4
theophylline	HDAC2
theophylline	PDE3A
theophylline	PDE4A
theophylline	PDE4B
theophylline	PDE5A
tizanidine	ADRA2A
tizanidine	ADRA2B
tizanidine	ADRA2C
tizanidine	CYP1A2
tizanidine	NISCH
bethanechol	CHRM2
bethanechol	CHRM1
bethanechol	CHRM3
bethanechol	CHRM4
zidovudine	TERT
aceclofenac	PTGS2
acemetacin	PTGS1
acemetacin	PTGS2
acetazolamide	CA14
acetazolamide	CA1
acetazolamide	CA2
acetazolamide	CA4
acetazolamide	CA7
acetazolamide	AQP1
acetazolamide	CA12
acetazolamide	CA13
acetazolamide	CA3
acetazolamide	CA6
acetohexamide	KCNJ1
acetohexamide	KCNJ10
adenosine-phosphate	ADCY1
adenosine-phosphate	ACSL1
adenosine-phosphate	ACSS1
adenosine-phosphate	ACSS2
adenosine-phosphate	ADK
adenosine-phosphate	CREB1
adenosine-phosphate	FBP1
adenosine-phosphate	HINT1
adenosine-phosphate	PDE4B
adenosine-phosphate	PDE4D
adenosine-phosphate	PIM1
adenosine-phosphate	PRKAA1
adenosine-phosphate	PRKAB1
adenosine-phosphate	PRKAB2
adenosine-phosphate	PYGL
adenosine-phosphate	TRPM4
amfepramone	SLC6A2
amfepramone	SLC6A3
antazoline	HRH1
asenapine	DRD2
asenapine	HTR2A
asenapine	DRD1
asenapine	HRH1
asenapine	HTR1A
asenapine	HTR1B
asenapine	ADRA1A
asenapine	ADRA2A
asenapine	ADRA2B
asenapine	ADRA2C
asenapine	ADRB1
asenapine	ADRB2
asenapine	DRD3
asenapine	DRD4
asenapine	HRH2
asenapine	HTR1D
asenapine	HTR1E
asenapine	HTR2B
asenapine	HTR2C
asenapine	HTR5A
asenapine	HTR6
asenapine	HTR7
astemizole	HRH1
astemizole	KCNH2
astemizole	CYP2J2
astemizole	CYP3A5
astemizole	KCNH1
baclofen	GABBR1
baclofen	GABBR2
bambuterol	ADRB2
bambuterol	BCHE
bambuterol	CYP2D6
benfluorex	HMGCR
betazole	HRH2
bufexamac	HDAC10
bufexamac	HDAC6
bupivacaine	KCNA5
bupivacaine	PTGER1
bupivacaine	SCN10A
bupivacaine	SCN9A
chlormezanone	TSPO
chlorothiazide	CA2
chlorothiazide	SLC12A3
chlorothiazide	CA1
chlorothiazide	CA4
chlorzoxazone	KCNN4
chlorzoxazone	KCNMA1
ciprofloxacin	TOP2A
clenbuterol	ADRB2
clenbuterol	ADRB1
clenbuterol	ADRB3
clenbuterol	NGF
clenbuterol	TNF
clofilium	KCNA5
clofilium	KCND2
clofilium	KCNH1
clorgiline	MAOA
colchicine	TUBB
colchicine	GLRA1
colchicine	GLRA2
colchicine	TUBB1
debrisoquine	SLC6A2
dequalinium	KCNN1
dequalinium	KCNN3
cinchocaine	SCN5A
cinchocaine	CALM1
cinchocaine	SCN10A
dimenhydrinate	HRH1
dyphylline	PDE4A
dyphylline	ADORA1
dyphylline	ADORA2A
dyphylline	PDE4B
dyphylline	PDE4C
dyphylline	PDE4D
dyphylline	PDE7A
dyphylline	PDE7B
dizocilpine	GRIN1
dizocilpine	GRIN2A
dizocilpine	GRIN2B
dizocilpine	GRIN2C
dizocilpine	GRIN2D
dyclonine	SCN10A
dyclonine	SCN5A
ethosuximide	CACNA1G
